epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,50.7171,1.13574,3.79886,1.13446,0.00417,0.44231,0.12221,0.06935,1.16899,4.17727,1.25638,0.00013336,0.00013336,0.00013336
