epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,19.359,1.31878,4.69663,1.28874,0.00114,0.2,0.05494,0.02189,1.55124,5.00669,1.29618,8.335e-05,8.335e-05,8.335e-05
